ANONID,DEPT,HSGPA
197068,Psychology Department,3.7
197081,Psychology Department,3.5
197085,Psychology Department,3.6
197094,Psychology Department,3.7
197121,Psychology Department,3.9
197130,Psychology Department,3.7
197148,Psychology Department,4
197157,Psychology Department,3.2
197184,Psychology Department,3.9
197186,Psychology Department,4
197210,Psychology Department,3.7
197218,Psychology Department,3.6
197223,Psychology Department,3.9
197231,Psychology Department,0
197257,Psychology Department,0
197294,Psychology Department,0
197304,Psychology Department,3.4
197353,Psychology Department,2.4
197420,Psychology Department,3.9
197472,Psychology Department,4
197507,Psychology Department,4
197527,Psychology Department,3.9
197560,Psychology Department,NA
197564,Psychology Department,3.6
197587,Psychology Department,0
197634,Psychology Department,3.9
197722,Psychology Department,3
197735,Psychology Department,3
197765,Psychology Department,3.8
197805,Psychology Department,3.8
197878,Psychology Department,3.6
197882,Psychology Department,0
197895,Psychology Department,0
197906,Psychology Department,3.9
197937,Psychology Department,3.9
197938,Psychology Department,0
197967,Psychology Department,4
197981,Psychology Department,3.6
198036,Psychology Department,3.7
198122,Psychology Department,4
198165,Psychology Department,NA
198231,Psychology Department,3.6
198293,Psychology Department,4
198295,Psychology Department,0
198356,Psychology Department,4
198372,Psychology Department,4
198395,Psychology Department,4
198408,Psychology Department,3.4
198426,Psychology Department,3.9
198430,Psychology Department,0
198454,Psychology Department,3.5
198492,Psychology Department,3.7
198513,Psychology Department,3.5
198518,Psychology Department,3.7
198604,Psychology Department,0
198646,Psychology Department,4
198676,Psychology Department,4
198724,Psychology Department,3.9
198746,Psychology Department,3.6
198826,Psychology Department,3.6
198908,Psychology Department,3.6
198909,Psychology Department,3.5
199069,Psychology Department,0
199073,Psychology Department,3.9
199074,Psychology Department,3.4
199080,Psychology Department,3.8
199102,Psychology Department,3.8
199120,Psychology Department,3.7
199124,Psychology Department,4
199139,Psychology Department,2.6
199166,Psychology Department,3.9
199172,Psychology Department,NA
199265,Psychology Department,4
199284,Psychology Department,4
199308,Psychology Department,3.4
199368,Psychology Department,3.5
199375,Psychology Department,3.8
199389,Psychology Department,3.8
199393,Psychology Department,3.5
199432,Psychology Department,0
199460,Psychology Department,3.9
199467,Psychology Department,3.8
199545,Psychology Department,3.8
199589,Psychology Department,3.7
199603,Psychology Department,3.7
199609,Psychology Department,3.9
199649,Psychology Department,NA
199693,Psychology Department,0
199714,Psychology Department,4
199718,Psychology Department,NA
199740,Psychology Department,3.8
199741,Psychology Department,4
199745,Psychology Department,3.2
199748,Psychology Department,3.7
199754,Psychology Department,4
199758,Psychology Department,3.9
199800,Psychology Department,3.3
199846,Psychology Department,3.8
199855,Psychology Department,3.9
199856,Psychology Department,3.6
199880,Psychology Department,3.8
199937,Psychology Department,0
199955,Psychology Department,2.8
" and the Arts""",Psychology Department,3.4
200063,Psychology Department,3.3
200099,Psychology Department,3.8
200108,Psychology Department,3.7
200109,Psychology Department,4
200127,Psychology Department,3.9
200138,Psychology Department,3.9
200176,Psychology Department,3.6
200203,Psychology Department,3.5
200232,Psychology Department,3.7
200244,Psychology Department,3.4
200298,Psychology Department,4
200412,Psychology Department,3.7
200473,Psychology Department,3.7
200478,Psychology Department,4
200536,Psychology Department,3.6
200540,Psychology Department,3.6
200541,Psychology Department,3.5
200547,Psychology Department,4
200562,Psychology Department,3.6
200610,Psychology Department,3.7
200632,Psychology Department,4
200640,Psychology Department,3.8
200695,Psychology Department,3.6
200726,Psychology Department,4
200728,Psychology Department,3.6
200750,Psychology Department,3.7
200878,Psychology Department,3.6
200882,Psychology Department,3.2
200928,Psychology Department,4
200946,Psychology Department,3.9
200950,Psychology Department,3.5
200965,Psychology Department,3.9
200986,Psychology Department,NA
201098,Psychology Department,3.6
201113,Psychology Department,4
201121,Psychology Department,3
201186,Psychology Department,3.1
201213,Psychology Department,3.9
201277,Psychology Department,3.8
201286,Psychology Department,0
201304,Psychology Department,3.4
201388,Psychology Department,0
201425,Psychology Department,0
201569,Psychology Department,3.9
201585,Psychology Department,4
201586,Psychology Department,3.8
201611,Psychology Department,0
201618,Psychology Department,3.6
201638,Psychology Department,3.5
201650,Psychology Department,2.6
201721,Psychology Department,3.7
201780,Psychology Department,0
201792,Psychology Department,3.3
201800,Psychology Department,3.6
201829,Psychology Department,0
201867,Psychology Department,3.4
201897,Psychology Department,4
201919,Psychology Department,0
201951,Psychology Department,3.9
201953,Psychology Department,0
201954,Psychology Department,3.4
201964,Psychology Department,3.9
201984,Psychology Department,NA
201990,Psychology Department,3.6
201995,Psychology Department,3.6
202072,Psychology Department,3.9
202085,Psychology Department,3.4
202102,Psychology Department,3.9
202118,Psychology Department,3.7
202130,Psychology Department,3.6
202133,Psychology Department,3.5
202181,Psychology Department,3.9
202183,Psychology Department,3.9
202219,Psychology Department,3.5
202224,Psychology Department,3
202225,Psychology Department,3.6
202243,Psychology Department,3.4
" and the Arts""",Psychology Department,NA
202289,Psychology Department,3.9
202300,Psychology Department,0
202306,Psychology Department,3.5
202314,Psychology Department,3.7
202325,Psychology Department,3.8
202328,Psychology Department,3.7
202343,Psychology Department,3.6
202368,Psychology Department,3.8
202388,Psychology Department,NA
202430,Psychology Department,3.8
202465,Psychology Department,3.4
202503,Psychology Department,3.8
202508,Psychology Department,3.8
202526,Psychology Department,0
202552,Psychology Department,4
202566,Psychology Department,0
202569,Psychology Department,4
202588,Psychology Department,3
202603,Psychology Department,3.8
202664,Psychology Department,0
202671,Psychology Department,3.3
202675,Psychology Department,3.9
202685,Psychology Department,4
202723,Psychology Department,3
202737,Psychology Department,3.9
202784,Psychology Department,3.4
202807,Psychology Department,3.8
202819,Psychology Department,3.9
202820,Psychology Department,3.9
202832,Psychology Department,3.7
202843,Psychology Department,3.8
202869,Psychology Department,3.6
202882,Psychology Department,4
202931,Psychology Department,4
202947,Psychology Department,3.7
202949,Psychology Department,4
202990,Psychology Department,3.9
202991,Psychology Department,4
203014,Psychology Department,3.6
203019,Psychology Department,3.7
203026,Psychology Department,3.4
203070,Psychology Department,3.8
203105,Psychology Department,NA
203116,Psychology Department,3.9
203144,Psychology Department,3.8
203175,Psychology Department,0
203180,Psychology Department,3.9
203189,Psychology Department,3.9
203206,Psychology Department,0
203227,Psychology Department,NA
203302,Psychology Department,4
203318,Psychology Department,3.9
203331,Psychology Department,4
203348,Psychology Department,0
203366,Psychology Department,3.9
" and Developmental Biology""",Psychology Department,NA
203387,Psychology Department,3.9
203417,Psychology Department,3.6
203472,Psychology Department,3.9
203477,Psychology Department,3.9
203499,Psychology Department,4
203515,Psychology Department,3.8
203673,Psychology Department,0
203695,Psychology Department,NA
203725,Psychology Department,3.9
203727,Psychology Department,3.6
203738,Psychology Department,3.8
203749,Psychology Department,4
203789,Psychology Department,3.2
203801,Psychology Department,NA
203803,Psychology Department,3.4
203811,Psychology Department,4
203839,Psychology Department,3.6
203848,Psychology Department,3.7
203892,Psychology Department,3.1
203894,Psychology Department,0
203896,Psychology Department,3.7
203902,Psychology Department,0
203918,Psychology Department,NA
204021,Psychology Department,3.9
204056,Psychology Department,3.7
204131,Psychology Department,3
204136,Psychology Department,3.6
204145,Psychology Department,NA
204152,Psychology Department,3.9
204186,Psychology Department,2.8
204265,Psychology Department,0
204286,Psychology Department,NA
204289,Psychology Department,3.5
204323,Psychology Department,3.4
204345,Psychology Department,3.9
204368,Psychology Department,3.9
204385,Psychology Department,4
204423,Psychology Department,3.7
204475,Psychology Department,3.9
204563,Psychology Department,4
204565,Psychology Department,3.6
204575,Psychology Department,3.8
204598,Psychology Department,3.9
204606,Psychology Department,3.9
204625,Psychology Department,3.9
204649,Psychology Department,4
204662,Psychology Department,3.5
204803,Psychology Department,3.5
204811,Psychology Department,4
204823,Psychology Department,NA
204838,Psychology Department,3.5
204853,Psychology Department,3.9
204888,Psychology Department,3.4
204894,Psychology Department,3
204904,Psychology Department,3
204909,Psychology Department,3.6
204924,Psychology Department,3.8
204966,Psychology Department,4
205076,Psychology Department,3.2
205112,Psychology Department,3.1
" and the Arts""",Psychology Department,3.8
205125,Psychology Department,3.6
205179,Psychology Department,2.9
205184,Psychology Department,0
205288,Psychology Department,0
